customer_id,month,name,age,occupation,annual_income,num_bank_accounts,num_of_loans,type_of_loans,delay_from_due_date,num_of_delayed_payments,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,credit_score
CUS_0x9c67,August,Mariy,3765,Manager,30536.62,6,2,"Auto Loan, and Auto Loan",19,8.0,9,4.0,Standard,687.87,40.2,15 Years and 11 Months,Yes,42.97,227.99,Low_spent_Small_value_payments,262.11,Standard
CUS_0x7caf,July,Rl,30,Architect,147499.6,2,2,"Payday Loan, and Debt Consolidation Loan",14,0.0,4,2.0,Good,1250.67,25.36,20 Years and 9 Months,No,192.21,825.24,Low_spent_Small_value_payments,507.92,Good
CUS_0xa2f7,August,Kevinq,43,Architect,20005.22,8,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Not Specified",22,20.0,18,13.0,Standard,1859.45,25.47,13 Years and 0 Months,Yes,59.51,176.45,Low_spent_Small_value_payments,222.35,Poor
CUS_0x5e17,July,Clarkew,33,Scientist,19795.52,7,8,"Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan",15,21.0,22,15.0,Bad,3135.02,26.51,2 Years and 9 Months,Yes,130.48,110.61,High_spent_Small_value_payments,185.18,Poor
CUS_0x5e17,August,Clarkew,33,Scientist,19795.52,7,8,"Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan",14,21.0,22,15.0,Bad,3135.02,29.88,2 Years and 10 Months,Yes,130.48,176.07,Low_spent_Small_value_payments,149.71,Poor
CUS_0x2365,August,Browningo,43,Writer,57610.32,8,-100,"Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan",41,23.0,21,7.0,Bad,4428.64,37.74,2 Years and 0 Months,Yes,256.23,110.75,High_spent_Large_value_payments,324.8,Poor
CUS_0x8a04,July,Mutikanib,37,Journalist,18717.02,8,5,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified",7,18.0,10,10.0,Standard,2103.99,33.81,15 Years and 10 Months,Yes,60.65,82.39,Low_spent_Small_value_payments,276.43,Poor
CUS_0x8a04,August,Mutikanib,37,Journalist,18717.02,8,5,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified",4,18.0,15,10.0,Standard,2103.99,29.05,15 Years and 11 Months,Yes,60.65,66.72,Low_spent_Small_value_payments,292.11,Standard
CUS_0xa9a6,July,Henry Foyi,-500,Musician,63536.98,4,2,"Debt Consolidation Loan, and Auto Loan",29,16.0,14,4.0,Standard,89.62,40.06,31 Years and 3 Months,Yes,69.1,151.04,High_spent_Medium_value_payments,568.14,Standard
CUS_0xa9a6,August,Henry Foyi,-500,Musician,63536.98,4,2,"Debt Consolidation Loan, and Auto Loan",29,16.0,14,9.0,Standard,89.62,37.46,31 Years and 4 Months,Yes,69.1,10000.0,High_spent_Medium_value_payments,529.42,Standard
CUS_0x3187,July,Jan Schwartze,40,Architect,9983.34,7,-100,"Not Specified, Student Loan, Auto Loan, Payday Loan, and Auto Loan",22,16.0,4,11.0,Standard,1823.35,25.83,9 Years and 8 Months,Yes,29.24,30.96,Low_spent_Large_value_payments,285.69,Standard
CUS_0x3187,August,Jan Schwartze,40,Architect,9983.34,7,-100,"Not Specified, Student Loan, Auto Loan, Payday Loan, and Auto Loan",22,16.0,10,11.0,Standard,1823.35,26.29,9 Years and 9 Months,Yes,29.24,10.61,High_spent_Large_value_payments,276.04,Standard
CUS_0x3fbf,July,Clara Ferreira-Marquesi,15,Accountant,27796.42,6,2,"Home Equity Loan, and Student Loan",18,15.0,11,10.0,Standard,1073.94,27.45,27 Years and 7 Months,Yes,36.07,34.57,High_spent_Large_value_payments,399.4,Standard
CUS_0x953c,July,Aruna Viswanathag,30,Engineer,132872.72,3,2,"Home Equity Loan, and Student Loan",14,4.0,10,4.0,Good,89.68,38.96,28 Years and 2 Months,No,144.83,918.72,Low_spent_Large_value_payments,326.82,Good
CUS_0x953c,August,Aruna Viswanathag,30,Engineer,132872.72,3,2,"Home Equity Loan, and Student Loan",14,5.0,10,4.0,Good,89.68,29.55,28 Years and 3 Months,No,144.83,173.51,High_spent_Large_value_payments,1042.03,Good
CUS_0x4aaa,July,Caseyo,42,Architect,140014.36,3,-100,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan",27,9.0,3,3.0,Standard,1151.7,31.67,17 Years and 7 Months,No,348.62,572.33,Low_spent_Medium_value_payments,525.34,Standard
CUS_0x4aaa,August,Caseyo,42,Architect,140014.36,3,-100,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan",27,9.0,3,3.0,Standard,1151.7,27.06,17 Years and 8 Months,NM,348.62,10000.0,High_spent_Large_value_payments,823.09,Standard
CUS_0x2947,August,Carolinew,48,Accountant,37071.2,1,4,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, and Payday Loan",14,8.0,11,3.0,Good,869.99,30.49,18 Years and 11 Months,No,74.69,53.6,High_spent_Small_value_payments,432.33,Standard
CUS_0x30e0,July,Appsq,21,Entrepreneur,41735.55,0,4,"Not Specified, Payday Loan, Payday Loan, and Debt Consolidation Loan",15,6.0,14,3.0,Good,1480.92,28.68,24 Years and 10 Months,No,109.61,164.28,High_spent_Small_value_payments,321.91,Standard
CUS_0xc3b7,July,Ilainar,38,Architect,40391.66,10,3,"Payday Loan, Not Specified, and Mortgage Loan",35,23.0,3,12.0,Bad,1950.62,26.2,8 Years and 5 Months,Yes,60.37,124.11,High_spent_Medium_value_payments,401.32,Standard
CUS_0xc3b7,August,Ilainar,38,Architect,40391.66,10,3,"Payday Loan, Not Specified, and Mortgage Loan",33,23.0,3,12.0,Bad,1950.62,38.82,8 Years and 6 Months,Yes,60.37,331.87,Low_spent_Small_value_payments,233.56,Poor
CUS_0x1e9b,August,Taylorb,19,Writer,7441.3,5,6,"Mortgage Loan, Mortgage Loan, Not Specified, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",15,13.0,17,13.0,Standard,2569.3,40.21,6 Years and 2 Months,Yes,75.97,91.77,Low_spent_Small_value_payments,260.12,Poor
CUS_0x3b88,August,Mikex,41,Scientist,19065.32,3,5,"Not Specified, Student Loan, Home Equity Loan, Personal Loan, and Personal Loan",23,15.0,11,5.0,Standard,2008.06,35.59,17 Years and 2 Months,NM,76.21,83.04,Low_spent_Large_value_payments,260.52,Standard
CUS_0xae51,July,Josephine Masonz,47,Entrepreneur,24585.55,3,2,"Auto Loan, and Credit-Builder Loan",9,14.0,11,0.0,Standard,195.38,38.48,27 Years and 3 Months,Yes,30.45,195.59,Low_spent_Small_value_payments,295.65,Standard
CUS_0xb288,July,Nicolacir,44,Journalist,126006.68,4,3,"Personal Loan, Home Equity Loan, and Debt Consolidation Loan",13,11.0,7,0.0,Standard,385.8,38.53,26 Years and 5 Months,Yes,239.77,547.73,Low_spent_Large_value_payments,551.86,Standard
CUS_0xb288,August,Nicolacir,44,Journalist,126006.68,4,3,"Personal Loan, Home Equity Loan, and Debt Consolidation Loan",13,13.0,7,0.0,Standard,385.8,39.91,26 Years and 6 Months,Yes,239.77,212.27,High_spent_Large_value_payments,857.32,Standard
CUS_0x7a22,July,Sabam,50,,102885.32,3,1,Personal Loan,14,13.0,10,4.0,Standard,605.34,42.07,29 Years and 4 Months,Yes,74.16,152.26,High_spent_Large_value_payments,877.96,Standard
CUS_0x7a22,August,Sabam,50,,102885.32,3,1,Personal Loan,14,14.0,10,4.0,Standard,605.34,31.42,29 Years and 5 Months,Yes,74.16,79.75,High_spent_Large_value_payments,950.47,Standard
CUS_0x64f1,July,Michael Ermanl,27,Entrepreneur,118487.16,8,4,"Student Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",15,21.0,9,1.0,Standard,140.26,35.47,31 Years and 10 Months,No,301.56,170.98,High_spent_Medium_value_payments,758.55,Standard
CUS_0x6749,July,Subhadip Sircarf,27,Mechanic,77418.52,7,7,"Credit-Builder Loan, Auto Loan, Student Loan, Student Loan, Personal Loan, Personal Loan, and Auto Loan",38,18.0,20,9.0,Bad,3962.08,28.25,11 Years and 10 Months,Yes,339.03,141.09,High_spent_Large_value_payments,404.93,Poor
CUS_0xc1c9,August,Jessica Toonkelx,46,Architect,24199.24,3,1,Credit-Builder Loan,29,14.0,0,4.0,Good,784.35,38.04,21 Years and 8 Months,No,13.89,48.21,High_spent_Small_value_payments,393.07,Good
CUS_0x8928,July,Ernest Scheyderr,32,Manager,16578.12,3,2,"Student Loan, and Not Specified",10,12.0,13,7.0,Standard,1054.86,37.89,23 Years and 3 Months,Yes,21.43,160.05,Low_spent_Small_value_payments,251.17,Standard
CUS_0x682f,July,en Klaymant,21,Writer,74647.4,6,6,"Not Specified, Not Specified, Not Specified, Mortgage Loan, Student Loan, and Auto Loan",52,20.0,26,13.0,Bad,4167.43,32.43,13 Years and 9 Months,Yes,309.58,93.96,High_spent_Large_value_payments,469.22,Standard
CUS_0x682f,August,en Klaymant,21,Writer,74647.4,6,6,"Not Specified, Not Specified, Not Specified, Mortgage Loan, Student Loan, and Auto Loan",52,17.0,26,13.0,Bad,4167.43,34.94,13 Years and 10 Months,NM,309.58,130.47,High_spent_Large_value_payments,432.72,Standard
CUS_0x710f,July,Morganz,21,Scientist,33502.1,7,6,"Mortgage Loan, Payday Loan, Auto Loan, Not Specified, Credit-Builder Loan, and Home Equity Loan",57,18.0,7,12.0,Standard,2362.68,28.63,18 Years and 5 Months,NM,158.61,73.52,High_spent_Medium_value_payments,306.96,Poor
CUS_0x710f,August,Morganz,21,Scientist,33502.1,7,6,"Mortgage Loan, Payday Loan, Auto Loan, Not Specified, Credit-Builder Loan, and Home Equity Loan",57,20.0,12,12.0,Standard,2362.68,22.18,18 Years and 6 Months,Yes,158.61,184.55,Low_spent_Large_value_payments,215.93,Poor
CUS_0xa54b,August,Ben Berkowitze,28,,91690.53,2,2,"Home Equity Loan, and Not Specified",6,8.0,4,4.0,Good,1295.18,26.45,31 Years and 6 Months,No,130.85,653.42,Low_spent_Medium_value_payments,275.31,Good
CUS_0x564a,July,Rick Rothackerq,37,Entrepreneur,30502.54,8,7,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Student Loan, Personal Loan, Not Specified, and Mortgage Loan",25,20.0,18,8.0,Standard,1672.68,32.29,14 Years and 11 Months,Yes,154.39,199.59,Low_spent_Large_value_payments,175.61,Poor
CUS_0x564a,August,Rick Rothackerq,37,Entrepreneur,30502.54,8,7,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Student Loan, Personal Loan, Not Specified, and Mortgage Loan",25,20.0,13,8.0,Standard,1672.68,37.61,15 Years and 0 Months,Yes,154.39,215.38,Low_spent_Small_value_payments,179.81,Poor
CUS_0xb000,August,Frazierm,21,Media_Manager,30272.61,3,1,Payday Loan,30,8.0,8,9.0,Standard,180.94,27.05,16 Years and 5 Months,Yes,17.98,110.22,Low_spent_Small_value_payments,387.68,Standard
CUS_0x2584,August,Steven C.z,32,Accountant,59971.42,8,3,"Debt Consolidation Loan, Home Equity Loan, and Student Loan",11,20.0,-4,4.0,Standard,203.03,34.43,20 Years and 9 Months,No,107.94,66.87,High_spent_Medium_value_payments,594.25,Standard
CUS_0x5a3f,July,Dineshi,33,,42220.39,1,4,"Credit-Builder Loan, Student Loan, Mortgage Loan, and Mortgage Loan",9,8.0,7,1.0,Good,257.81,26.97,22 Years and 10 Months,No,135.27,244.31,Low_spent_Small_value_payments,259.46,Standard
CUS_0xb7a1,July,Danielb,34,Doctor,35376.32,8,3,"Personal Loan, Payday Loan, and Personal Loan",12,18.0,15,1241.0,Standard,1166.47,26.13,18 Years and 8 Months,Yes,58.22,87.98,High_spent_Medium_value_payments,375.5,Standard
CUS_0x6617,July,Luciaw,33,Writer,115643.01,3,3,"Not Specified, Student Loan, and Not Specified",18,1.0,6,1.0,Good,951.36,34.28,18 Years and 5 Months,No,195.39,116.46,High_spent_Medium_value_payments,929.23,Poor
CUS_0x5b80,July,Edward Taylorz,45,Journalist,7512.22,7,5,"Personal Loan, Payday Loan, Student Loan, Not Specified, and Not Specified",2,15.0,11,9.0,Standard,540.07,37.38,8 Years and 7 Months,Yes,20.69,35.66,High_spent_Small_value_payments,254.95,Standard
CUS_0xa548,August,Costa Alisterq,16,Mechanic,35161.46,10,6,"Student Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Home Equity Loan, and Mortgage Loan",61,21.0,2,15.0,Bad,4445.32,33.8,8 Years and 6 Months,Yes,113.39,367.55,Low_spent_Small_value_payments,102.07,Poor
CUS_0xb9ea,July,Aileen Wangy,34,Writer,9133.04,6,6,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Student Loan, and Student Loan",61,16.0,16,11.0,Bad,3035.88,37.03,9 Years and 5 Months,NM,30.2,75.63,Low_spent_Small_value_payments,261.88,Good
CUS_0xb9ea,August,Aileen Wangy,34,Writer,9133.04,6,6,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Student Loan, and Student Loan",61,16.0,15,11.0,Bad,3035.88,28.3,9 Years and 6 Months,Yes,30.2,31.01,High_spent_Small_value_payments,276.5,Good
CUS_0x54c0,August,Hollx,23,Entrepreneur,19283.47,10,9,"Home Equity Loan, Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Personal Loan, Payday Loan, and Credit-Builder Loan",38,538.0,27,12.0,Bad,4404.48,22.99,6 Years and 3 Months,Yes,84.62,103.51,Low_spent_Large_value_payments,270.57,Standard
CUS_0x258b,July,Alastair Sharpe,24,Scientist,66502.76,0,2,"Mortgage Loan, and Personal Loan",29,11.0,7,2.0,Good,276.91,39.81,19 Years and 2 Months,No,80.1,136.59,High_spent_Small_value_payments,581.3,Poor
CUS_0x258b,August,Alastair Sharpe,24,Scientist,66502.76,0,2,"Mortgage Loan, and Personal Loan",29,10.0,7,2.0,Good,276.91,35.51,19 Years and 3 Months,No,80.1,149.13,High_spent_Medium_value_payments,558.76,Poor
CUS_0x4bb4,July,ill Rigbys,34,Media_Manager,9444.8,7,6,"Mortgage Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",26,11.0,17,7.0,Standard,1701.58,38.82,5 Years and 10 Months,Yes,27.59,62.57,Low_spent_Small_value_payments,284.84,Poor
CUS_0x4bb4,August,ill Rigbys,34,Media_Manager,9444.8,7,6,"Mortgage Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",26,11.0,17,7.0,Standard,1701.58,25.64,5 Years and 11 Months,Yes,27.59,60.23,Low_spent_Medium_value_payments,277.18,Poor
CUS_0x8e75,July,Alisteri,47,Doctor,70112.78,1,2,"Mortgage Loan, and Student Loan",5,1.0,1,5.0,Good,877.06,39.91,25 Years and 4 Months,No,69.72,122.54,High_spent_Medium_value_payments,656.71,Poor
CUS_0x8e75,August,Alisteri,47,Doctor,70112.78,1,2,"Mortgage Loan, and Student Loan",5,3.0,1,5.0,Good,877.06,34.3,25 Years and 5 Months,No,69.72,185.15,High_spent_Medium_value_payments,594.1,Poor
CUS_0x4028,July,Papachristouy,37,Manager,68935.26,1,-100,"Credit-Builder Loan, Personal Loan, and Auto Loan",14,6.0,3,5.0,Good,457.81,26.18,25 Years and 10 Months,No,102.8,10000.0,High_spent_Large_value_payments,612.93,Good
CUS_0x8db8,July,Aileen Wanga,43,Doctor,31807.0,8,2,"Student Loan, and Mortgage Loan",18,8.0,14,1.0,Standard,611.04,32.97,20 Years and 7 Months,Yes,35.55,202.95,Low_spent_Large_value_payments,304.86,Good
CUS_0x1e63,August,Aileen Wangy,37,,10025.2,10,7,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Auto Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",23,14.0,16,12.0,Standard,1409.58,33.96,15 Years and 10 Months,Yes,41.43,145.68,Low_spent_Small_value_payments,211.83,Poor
CUS_0x4948,July,Robinsonc,39,Media_Manager,64036.88,8,4,"Home Equity Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",29,15.0,14,4.0,Standard,1635.19,41.6,8 Years and 2 Months,Yes,127.83,141.94,High_spent_Small_value_payments,549.37,Standard
CUS_0x4948,August,Robinsonc,39,Media_Manager,64036.88,8,4,"Home Equity Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",31,15.0,14,9.0,Standard,1635.19,34.81,8 Years and 3 Months,Yes,127.83,267.17,Low_spent_Large_value_payments,434.15,Standard
CUS_0xc37b,July,Thomaso,30,Teacher,9783.25,8,8,"Not Specified, Credit-Builder Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",45,17.0,7,7.0,Bad,1684.06,26.63,18 Years and 11 Months,Yes,52.84,84.65,Low_spent_Small_value_payments,243.34,Poor
CUS_0xfcc,July,Suvashree Deyy,23,Accountant,86522.72,8,1,Student Loan,16,13.0,15,8.0,Standard,455.22,28.48,28 Years and 2 Months,Yes,45.26,472.95,Low_spent_Medium_value_payments,471.61,Standard
CUS_0xfcc,August,Suvashree Deyy,23,,86522.72,8,1,Student Loan,14,8.0,15,13.0,Standard,455.22,33.04,28 Years and 3 Months,Yes,45.26,577.97,Low_spent_Small_value_payments,376.59,Standard
CUS_0x9574,July,Viswanathan,51,Entrepreneur,15606.52,3,4,"Personal Loan, Personal Loan, Personal Loan, and Student Loan",7,1.0,9,2.0,Good,257.85,38.17,33 Years and 5 Months,No,35.63,33.17,High_spent_Medium_value_payments,304.65,Poor
CUS_0x9574,August,Viswanathan,51,,15606.52,3,4,"Personal Loan, Personal Loan, Personal Loan, and Student Loan",7,3.0,9,2.0,Good,257.85,39.19,33 Years and 6 Months,NM,35.63,49.83,Low_spent_Small_value_payments,328.0,Poor
CUS_0xbc88,August,Matthew Goldsteinb,25,Developer,28230.92,8,7,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, Personal Loan, and Personal Loan",49,16.0,25,14.0,Bad,2989.13,38.64,7 Years and 5 Months,NM,132.48,90.91,High_spent_Medium_value_payments,245.07,Standard
CUS_0x661b,August,Jennifer Ablanc,29,Developer,10623.76,6,3,"Home Equity Loan, Personal Loan, and Home Equity Loan",9,12.0,16,7.0,Standard,181.68,33.47,16 Years and 2 Months,Yes,26.52,111.85,Low_spent_Small_value_payments,241.17,Standard
CUS_0x9536,July,Sabar,-500,Manager,112362.76,4,4,"Payday Loan, Personal Loan, Payday Loan, and Mortgage Loan",25,17.0,5,2.0,Standard,1358.65,29.91,23 Years and 8 Months,No,236.28,424.7,Low_spent_Medium_value_payments,546.98,Standard
CUS_0x9536,August,Sabar,-500,Manager,112362.76,4,4,"Payday Loan, Personal Loan, Payday Loan, and Mortgage Loan",25,20.0,5,2.0,Standard,1358.65,41.13,23 Years and 9 Months,No,236.28,119.96,High_spent_Large_value_payments,811.72,Standard
CUS_0xc5a0,August,Gillesb,21,Manager,33335.24,1,1,Student Loan,1,7.0,4,4.0,Good,1226.23,36.32,21 Years and 9 Months,No,21.54,247.48,Low_spent_Large_value_payments,306.98,Standard
CUS_0xb282,July,Sara Rossii,32,Manager,131577.84,2,2,"Credit-Builder Loan, and Personal Loan",14,2.0,3,2.0,Good,816.21,27.9,21 Years and 9 Months,No,185.41,517.76,Low_spent_Medium_value_payments,697.41,Good
CUS_0xb9b8,July,Dhanya Skariachand,49,Entrepreneur,32314.44,2,3,"Student Loan, Credit-Builder Loan, and Not Specified",9,9.0,9,0.0,Good,1339.6,37.1,22 Years and 2 Months,No,204.92,112.66,High_spent_Medium_value_payments,337.72,Good
CUS_0x3e81,July,Chuck Mikolajczaky,20,Manager,61235.6,0,1,Payday Loan,13,3.0,11,2.0,Good,71.52,30.41,33 Years and 5 Months,No,27.65,68.87,High_spent_Large_value_payments,630.57,Good
CUS_0x8a0f,July,Pelofskyv,35,Mechanic,83703.52,6,8,"Not Specified, Payday Loan, Home Equity Loan, Auto Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Personal Loan",26,17.0,34,10.0,Bad,4525.08,38.02,10 Years and 10 Months,Yes,363.24,258.67,Low_spent_Small_value_payments,363.63,Standard
CUS_0x21be,July,Ransdellx,46,Musician,99127.04,8,4,"Payday Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",22,19.0,13,7.0,Standard,1126.35,37.83,26 Years and 7 Months,Yes,245.99,246.66,High_spent_Small_value_payments,589.11,Standard
CUS_0x21be,August,Ransdellx,46,Musician,99127.04,8,4,"Payday Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",17,19.0,13,7.0,Standard,1126.35,24.39,26 Years and 8 Months,Yes,245.99,103.59,High_spent_Large_value_payments,712.18,Standard
CUS_0x8c1f,August,Warren Strobels,16,Writer,10405.01,6,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, and Credit-Builder Loan",56,15.0,12,13.0,Standard,2086.22,28.79,15 Years and 3 Months,Yes,33.6,80.03,Low_spent_Small_value_payments,245.78,Standard
CUS_0x1c06,August,Scuffhamx,22,,29608.46,7,7,"Personal Loan, Auto Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",42,16.0,9,10.0,Bad,1286.07,33.71,15 Years and 5 Months,Yes,141.76,23.72,High_spent_Large_value_payments,337.05,Poor
CUS_0x5761,August,Taylora,30,Entrepreneur,29999.94,10,5,"Auto Loan, Payday Loan, Mortgage Loan, Student Loan, and Mortgage Loan",42,21.0,3,13.0,Bad,2593.23,28.82,16 Years and 8 Months,Yes,101.65,185.93,Low_spent_Small_value_payments,279.22,Poor
CUS_0x9a4a,July,Poppery,16,Musician,52972.5,7,3,"Student Loan, Home Equity Loan, and Mortgage Loan",46,26.0,7,12.0,Bad,2196.59,32.4,9 Years and 1 Months,Yes,112.7,113.48,High_spent_Medium_value_payments,483.87,Standard
CUS_0x6325,July,Andyc,31,Lawyer,15746.63,4,5,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, and Mortgage Loan",21,13.0,10,4.0,Standard,2098.83,25.11,11 Years and 10 Months,Yes,44.04,30.75,Low_spent_Medium_value_payments,317.43,Poor
CUS_0x6325,August,Andyc,31,Lawyer,15746.63,4,5,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, and Mortgage Loan",22,12.0,10,7.0,Standard,2098.83,38.88,11 Years and 11 Months,Yes,44.04,129.29,Low_spent_Small_value_payments,228.89,Poor
CUS_0xb374,August,enu,32,,30922.28,1,2,"Student Loan, and Mortgage Loan",19,1.0,11,2.0,Good,957.53,41.11,21 Years and 10 Months,No,30.34,80.13,High_spent_Small_value_payments,399.01,Poor
CUS_0x8a4b,August,Ilainac,52,Doctor,110786.64,5,3,"Auto Loan, Personal Loan, and Payday Loan",12,15.0,8,2.0,Standard,226.7,24.58,24 Years and 11 Months,Yes,209.31,925.17,Low_spent_Small_value_payments,85.44,Standard
CUS_0x93ff,July,Roumeliotisv,27,Lawyer,39696.98,5,1,Not Specified,11,3.0,1,1.0,Good,133.3,31.68,21 Years and 9 Months,No,31.91,223.97,Low_spent_Large_value_payments,335.23,Poor
CUS_0x93ff,August,Roumeliotisv,27,Lawyer,39696.98,5,1,Not Specified,11,3.0,1,1194.0,Good,133.3,27.29,21 Years and 10 Months,No,31.91,239.08,Low_spent_Medium_value_payments,330.12,Poor
